area,room,parking,warehouse,elevator,address,price(usd)
93,2,True,True,True,Rudhen,48333.33
75,2,True,True,True,Islamshahr,23833.33
86,2,True,True,False,Islamshahr,40000.0
120,2,True,True,True,Southern Program Organization,142000.0
95,2,True,True,True,Andisheh,50000.0
70,2,True,True,False,West Ferdows Boulevard,70666.67
75,2,True,True,False,East Ferdows Boulevard,66666.67
81,2,True,False,True,Pardis,19666.67
65,1,True,True,False,West Ferdows Boulevard,64333.33
75,2,True,True,True,East Ferdows Boulevard,91000.0
106,2,True,True,False,East Ferdows Boulevard,105000.0
115,2,True,True,True,East Ferdows Boulevard,153333.33
100,2,True,True,True,Shahr-e-Ziba,100000.0
118,2,True,True,True,East Ferdows Boulevard,150000.0
116,2,True,True,True,East Ferdows Boulevard,170000.0
76,2,True,True,True,Shahr-e-Ziba,73333.33
74,2,True,True,False,East Ferdows Boulevard,76666.67
96,2,True,True,True,Saadat Abad,150000.0
87,2,True,True,True,Pardis,20833.33
43,1,True,True,False,Northern Janatabad,54000.0
155,3,True,True,True,Niavaran,568333.33
53,1,True,True,True,East Ferdows Boulevard,64000.0
160,3,True,True,True,Farmanieh,586666.67
78,2,True,True,True,Shahr-e-Ziba,75000.0
230,3,True,True,True,Niavaran,843333.33
55,1,True,True,True,West Ferdows Boulevard,61666.67
120,2,True,True,False,Saadat Abad,390000.0
78,2,True,True,True,Southern Janatabad,120000.0
95,2,True,True,True,Southern Janatabad,146666.67
170,3,True,True,True,Gheitarieh,513333.33
175,3,True,True,True,Shahrake Gharb,758333.33
115,3,True,True,True,Punak,150000.0
113,2,True,True,True,Punak,143333.33
85,2,True,True,True,Punak,112666.67
140,3,True,True,True,Saadat Abad,333333.33
90,2,True,True,True,Saadat Abad,216666.67
63,1,True,False,False,Punak,73333.33
75,2,True,True,True,Central Janatabad,107333.33
130,3,True,True,True,Punak,208000.0
91,2,True,True,True,Punak,111666.67
121,3,True,True,True,Persian Gulf Martyrs Lake,121666.67
140,3,True,True,True,Saadat Abad,516666.67
126,2,True,True,True,East Ferdows Boulevard,183333.33
450,2,True,True,False,Absard,140000.0
500,2,True,True,False,Absard,130000.0
110,1,True,True,True,Pasdaran,220000.0
145,3,True,True,True,Haft Tir,156666.67
81,2,True,True,True,Shahrake Qods,27000.0
64,2,True,True,True,Shahr-e-Ziba,73333.33
112,2,True,True,True,Shahr-e-Ziba,122666.67
192,3,True,True,True,Marzdaran,422333.33
164,3,True,True,True,Marzdaran,333333.33
135,3,True,True,True,Pasdaran,270000.0
170,3,True,True,True,Mahallati,306666.67
130,3,True,True,True,Mahallati,173333.33
84,2,True,True,True,Shahran,113333.33
82,2,True,True,True,Shahran,118333.33
265,3,True,True,True,Farmanieh,666666.67
60,1,True,True,True,Southern Janatabad,65000.0
145,3,True,True,True,Pasdaran,516666.67
65,1,False,True,True,Southern Janatabad,66666.67
60,1,True,True,False,Southern Janatabad,76000.0
70,2,True,True,True,Southern Janatabad,65000.0
92,2,True,True,True,Feiz Garden,130000.0
98,2,True,True,True,Pasdaran,260000.0
62,1,True,True,True,Southern Janatabad,76000.0
65,1,True,True,True,Punak,96666.67
90,2,True,True,True,Ozgol,166666.67
59,2,True,True,True,Southern Janatabad,63333.33
60,2,True,True,True,Southern Janatabad,73333.33
70,2,True,True,True,Southern Janatabad,83333.33
60,1,True,True,True,Southern Janatabad,73333.33
165,3,True,True,True,Pasdaran,350000.0
135,2,True,True,True,Zaferanieh,583333.33
65,1,True,True,True,Southern Janatabad,66666.67
60,1,True,True,True,Southern Janatabad,75000.0
86,2,True,True,True,Southern Janatabad,120000.0
109,2,True,True,True,Heravi,200000.0
98,2,True,True,False,Narmak,94733.33
80,2,True,True,True,Central Janatabad,104000.0
143,3,True,True,True,Gheitarieh,295333.33
95,2,True,True,True,Saadat Abad,151666.67
86,2,True,True,True,Punak,123333.33
160,3,True,True,True,Gheitarieh,333333.33
200,3,True,True,True,Pasdaran,552666.67
74,1,True,True,True,Punak,108333.33
350,3,True,True,True,Zaferanieh,1750000.0
87,2,True,True,True,Northern Janatabad,118333.33
82,2,True,True,True,West Ferdows Boulevard,115000.0
55,1,True,True,True,Shahr-e-Ziba,83000.0
148,3,True,True,True,Ekhtiarieh,280000.0
55,1,True,False,True,Shahr-e-Ziba,67333.33
100,2,True,True,False,Southern Janatabad,126666.67
130,3,True,True,True,Central Janatabad,176666.67
335,4,True,True,True,Saadat Abad,1116666.67
320,4,True,True,True,Saadat Abad,1333333.33
192,3,True,True,True,Saadat Abad,650000.0
100,2,True,True,True,Gheitarieh,266666.67
148,3,True,True,True,Saadat Abad,493333.33
145,2,True,True,True,Shahrake Gharb,490000.0
192,4,True,True,True,Saadat Abad,733333.33
235,3,True,True,True,North Program Organization,548333.33
225,3,True,True,True,Heravi,525000.0
221,4,True,True,True,Saadat Abad,833333.33
312,4,True,True,True,Farmanieh,1500000.0
188,3,True,True,True,Ozgol,589066.67
170,2,True,True,True,Farmanieh,413333.33
198,3,True,True,True,Farmanieh,924000.0
80,2,True,True,True,North Program Organization,103333.33
170,3,True,True,True,Niavaran,623333.33
110,2,True,True,True,Tajrish,220000.0
650,2,True,True,False,Absard,173333.33
200,3,True,True,True,Saadat Abad,400000.0
101,3,True,True,True,Ekhtiarieh,216666.67
104,2,True,True,True,Feiz Garden,128333.33
70,2,True,True,True,Northern Janatabad,106666.67
76,2,True,True,False,Shahr-e-Ziba,85666.67
110,2,True,True,True,Feiz Garden,143333.33
160,2,True,True,True,Pasdaran,540000.0
179,3,True,True,True,Dorous,460000.0
256,3,True,True,True,Dorous,616666.67
90,2,True,True,True,Feiz Garden,128333.33
77,2,True,True,True,Shahr-e-Ziba,85666.67
96,2,True,True,True,Pasdaran,186666.67
75,1,True,True,True,Central Janatabad,108333.33
79,2,True,True,True,Abazar,100000.0
67,1,True,True,True,Saadat Abad,113333.33
125,2,True,True,True,Shahr-e-Ziba,213333.33
75,2,True,True,False,Shahr-e-Ziba,63000.0
91,2,True,True,True,Saadat Abad,180000.0
105,2,True,True,True,Parand,47250.0
66,2,True,True,True,Ostad Moein,52833.33
86,2,True,True,True,Southern Janatabad,109000.0
72,2,True,True,False,Northern Janatabad,79333.33
148,2,True,False,True,Koohsar,150000.0
84,2,True,True,True,Saadat Abad,153333.33
128,2,True,True,True,Niavaran,426666.67
65,1,True,True,True,West Ferdows Boulevard,130000.0
140,3,True,True,True,Pasdaran,393333.33
115,2,True,True,True,Ekhtiarieh,246666.67
105,2,True,True,True,Saadat Abad,190000.0
87,2,True,True,True,Pardis,21666.67
60,1,True,True,True,Persian Gulf Martyrs Lake,29166.67
68,1,True,True,True,Southern Program Organization,87666.67
103,2,True,True,True,Hekmat,309000.0
55,1,True,True,True,West Ferdows Boulevard,73333.33
140,3,True,True,True,Punak,256666.67
257,4,True,True,True,Persian Gulf Martyrs Lake,428333.33
82,2,True,True,True,Punak,133933.33
167,3,True,True,True,Punak,356266.67
53,1,False,True,False,West Ferdows Boulevard,54666.67
51,1,False,True,False,West Ferdows Boulevard,51666.67
54,1,True,True,False,West Ferdows Boulevard,71000.0
82,2,True,True,True,Sattarkhan,136666.67
75,2,True,True,True,West Ferdows Boulevard,93333.33
98,2,True,True,True,West Ferdows Boulevard,150666.67
70,1,True,True,True,Niavaran,186666.67
64,1,True,True,True,Ekbatan,123333.33
85,2,True,True,True,Jeyhoon,70000.0
48,1,False,True,False,Parastar,32666.67
246,3,True,True,True,Ekhtiarieh,750000.0
168,3,True,True,True,Gheitarieh,466666.67
280,4,True,True,True,Saadat Abad,1283333.33
84,2,True,True,True,Pardis,22666.67
108,2,True,True,True,Gisha,172666.67
62,1,True,True,True,Shahr-e-Ziba,86000.0
70,2,True,True,True,Southern Janatabad,112333.33
135,3,True,True,True,Abazar,216000.0
108,2,True,True,True,Farmanieh,206666.67
91,2,True,True,True,Ekhtiarieh,172666.67
120,2,True,True,True,Gheitarieh,296666.67
112,2,True,True,False,Gheitarieh,250000.0
69,2,True,True,True,Pirouzi,60000.0
400,5,True,True,False,Lavasan,2833333.33
660,5,True,True,False,Lavasan,1833333.33
66,1,True,False,True,Pirouzi,61666.67
80,2,True,True,True,Ostad Moein,71666.67
44,1,True,True,False,Pirouzi,29333.33
180,3,True,True,True,East Ferdows Boulevard,312000.0
164,3,True,True,True,East Ferdows Boulevard,328000.0
213,3,True,True,True,East Ferdows Boulevard,482800.0
100,2,True,True,True,Shahr-e-Ziba,113333.33
300,3,True,True,True,Niavaran,1850000.0
126,3,True,True,True,Ostad Moein,100000.0
85,2,True,True,True,Majidieh,83333.33
57,1,False,True,True,Parastar,42333.33
61,1,False,True,False,Shahr-e-Ziba,66333.33
79,2,True,True,True,Jeyhoon,60566.67
68,1,True,True,True,Pirouzi,81666.67
105,2,True,True,True,Pardis,33333.33
105,2,True,True,True,Saadat Abad,256666.67
160,2,True,True,True,Pardis,64333.33
100,2,True,True,True,Pardis,19500.0
125,3,True,True,True,Saadat Abad,416666.67
94,2,True,False,True,Pardis,33000.0
80,2,False,True,False,Northern Janatabad,73333.33
75,2,True,False,True,Parastar,76666.67
99,3,True,True,True,North Program Organization,139666.67
90,2,True,True,True,Shahr-e-Ziba,136633.33
129,3,True,True,True,Shahr-e-Ziba,150000.0
245,3,True,True,True,Aqdasieh,1216666.67
102,2,True,True,False,Parastar,67666.67
141,3,True,True,True,Pakdasht,40833.33
96,2,True,True,True,Shahr-e-Ziba,128000.0
155,3,True,True,True,Heravi,286666.67
300,3,True,True,True,Farmanieh,1850000.0
87,2,True,True,True,Gheitarieh,208800.0
105,2,True,True,True,Gheitarieh,206666.67
61,1,True,True,True,Shahran,61666.67
88,2,True,True,True,East Ferdows Boulevard,123333.33
101,2,True,True,True,West Ferdows Boulevard,123333.33
130,2,True,True,True,Southern Chitgar,108333.33
150,3,True,True,True,Karimkhan,260000.0
144,2,True,True,True,Railway,220000.0
91,2,True,True,True,Southern Janatabad,150000.0
68,2,True,True,True,West Ferdows Boulevard,73333.33
133,3,True,True,True,Rudhen,75333.33
71,2,True,True,True,Si Metri Ji,54433.33
64,1,True,True,True,Pardis,22666.67
132,2,True,True,True,Rudhen,74800.0
95,2,True,True,True,Abazar,186666.67
95,2,True,True,True,Abazar,150000.0
102,2,True,True,True,Abazar,173333.33
120,2,True,True,True,Abazar,208333.33
117,3,True,True,True,East Ferdows Boulevard,153333.33
55,1,True,True,True,Karoon,52333.33
60,1,True,True,True,Northern Chitgar,9833.33
85,2,True,True,True,Jeyhoon,63333.33
80,2,False,True,True,Jeyhoon,58333.33
54,1,True,True,True,Jeyhoon,50000.0
57,1,True,True,True,Feiz Garden,62666.67
101,2,True,False,True,Pirouzi,104333.33
65,2,True,True,False,Feiz Garden,65333.33
91,2,True,True,True,Punak,107666.67
105,2,True,True,True,Pardis,23000.0
86,2,True,True,True,Central Janatabad,116000.0
200,3,True,True,True,Farmanieh,1166666.67
87,2,True,True,True,Pardis,25333.33
103,2,True,True,True,Shahran,118333.33
81,2,True,True,True,East Pars,96390.0
73,2,True,True,True,Feiz Garden,86666.67
90,2,True,True,True,Northern Chitgar,15166.67
134,3,True,True,True,Andisheh,53333.33
51,1,True,True,False,Shahran,67333.33
108,2,True,True,False,Pardis,43333.33
86,2,True,True,True,Pardis,20333.33
110,2,True,True,False,Pardis,62333.33
88,2,True,True,True,Pardis,24666.67
85,2,True,True,True,Pardis,26000.0
100,2,True,True,True,Pirouzi,100000.0
87,2,True,True,True,Pardis,23833.33
191,3,True,True,True,Farmanieh,604833.33
91,2,True,True,True,Salsabil,69766.67
282,3,True,True,True,Farmanieh,1222000.0
282,2,True,True,True,Niavaran,1000000.0
210,3,True,True,True,Farmanieh,770000.0
170,2,True,True,True,Kook,238000.0
89,2,True,True,True,Moniriyeh,68233.33
64,2,True,True,True,Saadat Abad,106666.67
89,2,True,True,True,Northern Janatabad,103333.33
135,3,True,True,True,Zaferanieh,393333.33
75,2,False,False,False,Air force,55000.0
105,2,True,True,True,Air force,133000.0
111,2,True,True,True,Saadat Abad,226666.67
133,3,True,True,True,Sohanak,248266.67
65,1,True,True,False,Saadat Abad,108333.33
65,1,False,True,True,Lavizan,88333.33
112,2,True,True,True,Gheitarieh,273333.33
147,3,True,True,True,Ekhtiarieh,280000.0
150,3,True,True,True,Saadat Abad,400000.0
67,1,True,True,True,Southern Janatabad,115000.0
220,3,True,True,True,Ekhtiarieh,500000.0
66,2,True,True,True,Narmak,83666.67
75,2,True,True,False,Shahr-e-Ziba,62666.67
180,3,True,True,True,Aqdasieh,420000.0
103,2,True,True,True,Saadat Abad,173333.33
68,1,True,True,True,West Ferdows Boulevard,119000.0
115,2,True,True,True,Pasdaran,366666.67
115,2,True,True,True,Andisheh,63333.33
150,3,True,True,True,Narmak,280000.0
78,2,True,True,True,Qasr-od-Dasht,66666.67
100,2,True,True,True,Persian Gulf Martyrs Lake,33333.33
58,1,True,True,True,Punak,88333.33
90,2,True,True,True,Punak,140000.0
235,3,True,True,True,Gheitarieh,800000.0
48,1,True,True,True,Punak,75000.0
70,2,True,True,True,Punak,93333.33
86,2,True,True,True,Punak,140000.0
88,2,True,True,True,Central Janatabad,120000.0
145,3,True,True,True,Qalandari,433333.33
64,2,True,True,False,Jeyhoon,50000.0
135,3,True,True,True,Saadat Abad,382500.0
50,1,False,True,False,Pirouzi,42000.0
87,2,True,True,True,Pardis,18000.0
84,2,True,True,True,Pardis,18333.33
300,4,True,True,True,Zaferanieh,1400000.0
137,3,True,True,True,Zaferanieh,333333.33
105,2,True,True,True,Velenjak,316666.67
145,2,True,True,True,Zaferanieh,366666.67
170,2,True,True,True,Zaferanieh,1066666.67
157,3,True,True,True,Zaferanieh,493333.33
170,3,True,True,True,Zaferanieh,633333.33
283,3,True,True,True,Zaferanieh,990000.0
84,2,True,True,True,Pardis,18000.0
80,2,True,True,False,Northern Janatabad,108333.33
863,2,True,True,True,Gheitarieh,261000.0
125,2,True,True,True,Kamranieh,290000.0
65,2,True,True,True,Punak,78333.33
105,2,True,True,True,Southern Janatabad,176666.67
170,3,True,True,True,Farmanieh,623333.33
230,3,True,True,True,Ekhtiarieh,643333.33
200,3,True,True,True,Pasdaran,733333.33
150,3,True,True,True,Pasdaran,433333.33
93,2,True,True,True,Central Janatabad,155000.0
110,2,True,True,True,Central Janatabad,150000.0
415,5,True,True,True,Niavaran,1798333.33
95,2,True,True,True,Saadat Abad,190000.0
128,3,True,True,True,Ekhtiarieh,298666.67
140,2,True,True,True,Saadat Abad,280000.0
86,2,True,True,True,Southern Janatabad,106666.67
70,2,True,True,True,Saadat Abad,130000.0
173,3,True,True,True,East Ferdows Boulevard,317166.67
72,2,True,True,True,Southern Janatabad,105000.0
73,2,True,True,True,Saadat Abad,130000.0
75,1,True,True,True,Central Janatabad,106666.67
67,2,True,True,True,West Ferdows Boulevard,73333.33
68,2,True,True,True,East Ferdows Boulevard,90000.0
88,2,True,True,True,Pardis,63333.33
111,2,True,True,True,Saadat Abad,188700.0
98,2,True,True,False,West Ferdows Boulevard,125000.0
62,2,True,True,True,West Ferdows Boulevard,91666.67
80,2,True,True,True,Central Janatabad,141333.33
200,4,True,True,True,Saadat Abad,500000.0
210,4,True,True,True,Saadat Abad,516666.67
162,3,True,True,True,Shahrake Gharb,405000.0
150,3,True,True,True,Ekhtiarieh,400000.0
82,2,True,True,True,Pardis,36666.67
130,3,True,True,True,Pasdaran,370000.0
76,2,True,True,True,Saadat Abad,133333.33
96,2,True,True,True,Shahrake Gharb,160000.0
135,3,True,False,True,Saadat Abad,290000.0
165,3,True,True,True,Shahrake Gharb,493333.33
120,2,True,True,True,Shahrake Qods,35000.0
160,2,True,True,True,Pardis,66666.67
150,3,True,True,True,Gheitarieh,300000.0
51,1,False,True,True,Pirouzi,43333.33
75,1,True,True,True,Ekhtiarieh,130000.0
180,3,True,True,True,East Ferdows Boulevard,330000.0
93,2,True,True,True,Shahrake Qods,39370.0
84,2,True,True,True,Shahrake Qods,38360.0
92,2,False,True,True,Shahrake Qods,33733.33
105,2,True,True,True,Shahrake Qods,45500.0
67,2,True,True,False,Central Janatabad,80000.0
100,2,True,True,True,Ekhtiarieh,183333.33
170,3,True,True,True,Pasdaran,360000.0
162,3,True,True,True,Pasdaran,253333.33
43,1,True,True,True,Shahran,69333.33
150,3,True,True,True,Gheitarieh,416666.67
245,3,True,True,True,Farmanieh,735000.0
93,2,True,True,True,Northern Janatabad,138000.0
60,1,True,True,True,Persian Gulf Martyrs Lake,9833.33
128,3,True,True,True,Gheitarieh,310000.0
87,2,True,True,True,Pardis,26500.0
100,2,True,True,True,Heravi,183333.33
124,2,True,True,True,Heravi,234666.67
156,3,True,True,True,Abazar,313333.33
171,3,True,True,True,Gheitarieh,466666.67
58,2,True,True,False,Central Janatabad,69333.33
88,2,True,True,True,Amirieh,67466.67
190,3,True,True,True,Niavaran,823333.33
61,1,True,True,False,Central Janatabad,72666.67
165,3,True,True,True,Niavaran,573333.33
235,3,True,True,True,Gheitarieh,883333.33
87,2,True,True,True,Pardis,22333.33
121,3,True,True,True,Pardis,21000.0
105,2,True,True,True,Pardis,31833.33
100,3,True,True,True,Pardis,16666.67
105,2,True,True,True,Pardis,32666.67
69,2,True,True,True,Shahr-e-Ziba,68333.33
115,2,True,True,True,Shahrake Gharb,433333.33
157,3,True,True,True,Shahrake Gharb,616666.67
145,3,True,True,True,Heravi,251366.67
160,3,True,True,True,Velenjak,356666.67
261,4,True,True,True,Zaferanieh,866666.67
145,3,True,True,True,Zaferanieh,366666.67
